State,year,Categorie,returns,Taxcategory,taxreturns,ReturnsCategory,overallreturns,AmountCategory,Amount
MD,2015,Energy,18825,Direct tax,107252,Total Returns filed,181783,Total Dollar Amount,8636234.48
MD,2015,Financials,40379,Indirect tax,74531,Filed by WK Product,36357,Dollar Amount by product ,1440252.24
MD,2015,Health Care,4777,,,,,,
MD,2015,Industrials,39605,,,,,,
MD,2015,Information Technology,12855,,,,,,
MD,2015,Real Estate,30267,,,,,,
MD,2015,Others,35075,,,,,,
MD,2016,Energy,19293,Direct tax,64654,Total Returns filed,140551,Total Dollar Amount,8636234.48
MD,2016,Financials,27197,Indirect tax,75897,Filed by WK Product,37949,Dollar Amount by product ,1440252.24
MD,2016,Health Care,15019,,,,,,
MD,2016,Industrials,19036,,,,,,
MD,2016,Information Technology,22265,,,,,,
MD,2016,Real Estate,6618,,,,,,
MD,2016,Others,31123,,,,,,
MA,2010,Energy,32814,Direct tax,93537,Total Returns filed,199014,Total Dollar Amount,8636234.48
MA,2010,Financials,49189,Indirect tax,105477,Filed by WK Product,89557,Dollar Amount by product ,1440252.24
MA,2010,Health Care,49593,,,,,,
MA,2010,Industrials,5154,,,,,,
MA,2010,Information Technology,12485,,,,,,
MA,2010,Real Estate,24996,,,,,,
MA,2010,Others,24783,,,,,,
MA,2011,Energy,15195,Direct tax,54206,Total Returns filed,126059,Total Dollar Amount,8636234.48
MA,2011,Financials,35233,Indirect tax,71853,Filed by WK Product,18909,Dollar Amount by product ,1440252.24
MA,2011,Health Care,3701,,,,,,
MA,2011,Industrials,16390,,,,,,
MA,2011,Information Technology,33114,,,,,,
MA,2011,Real Estate,1320,,,,,,
MA,2011,Others,21106,,,,,,
MA,2012,Energy,24501,Direct tax,110677,Total Returns filed,190821,Total Dollar Amount,8636234.48
MA,2012,Financials,33792,Indirect tax,80144,Filed by WK Product,55339,Dollar Amount by product ,1440252.24
MA,2012,Health Care,43679,,,,,,
MA,2012,Industrials,9807,,,,,,
MA,2012,Information Technology,5774,,,,,,
MA,2012,Real Estate,28324,,,,,,
MA,2012,Others,44944,,,,,,
MA,2013,Energy,18934,Direct tax,63797,Total Returns filed,130196,Total Dollar Amount,8636234.48
MA,2013,Financials,8773,Indirect tax,66399,Filed by WK Product,26040,Dollar Amount by product ,1440252.24
MA,2013,Health Care,37064,,,,,,
MA,2013,Industrials,7520,,,,,,
MA,2013,Information Technology,41286,,,,,,
MA,2013,Real Estate,14213,,,,,,
MA,2013,Others,2406,,,,,,
MA,2014,Energy,42661,Direct tax,77983,Total Returns filed,185673,Total Dollar Amount,8636234.48
MA,2014,Financials,28831,Indirect tax,107690,Filed by WK Product,87267,Dollar Amount by product ,1440252.24
MA,2014,Health Care,4076,,,,,,
MA,2014,Industrials,38697,,,,,,
MA,2014,Information Technology,11036,,,,,,
MA,2014,Real Estate,13100,,,,,,
MA,2014,Others,47272,,,,,,
MA,2015,Energy,2027,Direct tax,88108,Total Returns filed,160195,Total Dollar Amount,8636234.48
MA,2015,Financials,25663,Indirect tax,72087,Filed by WK Product,33641,Dollar Amount by product ,1440252.24
MA,2015,Health Care,39112,,,,,,
MA,2015,Industrials,8855,,,,,,
MA,2015,Information Technology,48478,,,,,,
MA,2015,Real Estate,4319,,,,,,
MA,2015,Others,31741,,,,,,
MA,2016,Energy,22141,Direct tax,84398,Total Returns filed,210993,Total Dollar Amount,8636234.48
MA,2016,Financials,46316,Indirect tax,126595,Filed by WK Product,71738,Dollar Amount by product ,1440252.24
MA,2016,Health Care,28727,,,,,,
MA,2016,Industrials,14446,,,,,,
MA,2016,Information Technology,30737,,,,,,
MA,2016,Real Estate,31709,,,,,,
MA,2016,Others,36917,,,,,,
MI,2010,Energy,21145,Direct tax,121191,Total Returns filed,237628,Total Dollar Amount,8636234.48
MI,2010,Financials,33546,Indirect tax,116437,Filed by WK Product,73665,Dollar Amount by product ,1440252.24
MI,2010,Health Care,47588,,,,,,
MI,2010,Industrials,48624,,,,,,
MI,2010,Information Technology,19801,,,,,,
MI,2010,Real Estate,16977,,,,,,
MI,2010,Others,49947,,,,,,
MI,2011,Energy,43477,Direct tax,98271,Total Returns filed,185416,Total Dollar Amount,8636234.48
MI,2011,Financials,23741,Indirect tax,87145,Filed by WK Product,53771,Dollar Amount by product ,1440252.24
MI,2011,Health Care,23251,,,,,,
MI,2011,Industrials,38959,,,,,,
MI,2011,Information Technology,29056,,,,,,
MI,2011,Real Estate,5338,,,,,,
MI,2011,Others,21594,,,,,,
MI,2012,Energy,10728,Direct tax,48836,Total Returns filed,110989,Total Dollar Amount,8636234.48
MI,2012,Financials,10147,Indirect tax,62153,Filed by WK Product,43286,Dollar Amount by product ,1440252.24
MI,2012,Health Care,16549,,,,,,
MI,2012,Industrials,31021,,,,,,
MI,2012,Information Technology,7552,,,,,,
MI,2012,Real Estate,18514,,,,,,
MI,2012,Others,16478,,,,,,
MI,2013,Energy,46964,Direct tax,102737,Total Returns filed,183458,Total Dollar Amount,8636234.48
MI,2013,Financials,14255,Indirect tax,80721,Filed by WK Product,34858,Dollar Amount by product ,1440252.24
MI,2013,Health Care,30387,,,,,,
MI,2013,Industrials,7885,,,,,,
MI,2013,Information Technology,30773,,,,,,
MI,2013,Real Estate,24863,,,,,,
MI,2013,Others,28331,,,,,,
MI,2014,Energy,41668,Direct tax,75685,Total Returns filed,164532,Total Dollar Amount,8636234.48
MI,2014,Financials,27971,Indirect tax,88847,Filed by WK Product,44424,Dollar Amount by product ,1440252.24
MI,2014,Health Care,34734,,,,,,
MI,2014,Industrials,32479,,,,,,
MI,2014,Information Technology,4461,,,,,,
MI,2014,Real Estate,9149,,,,,,
MI,2014,Others,14070,,,,,,
MI,2015,Energy,25666,Direct tax,92758,Total Returns filed,175014,Total Dollar Amount,8636234.48
MI,2015,Financials,38778,Indirect tax,82256,Filed by WK Product,26253,Dollar Amount by product ,1440252.24
MI,2015,Health Care,42629,,,,,,
MI,2015,Industrials,21448,,,,,,
MI,2015,Information Technology,15042,,,,,,
MI,2015,Real Estate,20113,,,,,,
MI,2015,Others,11338,,,,,,
MI,2016,Energy,29352,Direct tax,98658,Total Returns filed,164429,Total Dollar Amount,8636234.48
MI,2016,Financials,47027,Indirect tax,65771,Filed by WK Product,49329,Dollar Amount by product ,1440252.24
MI,2016,Health Care,7388,,,,,,
MI,2016,Industrials,16578,,,,,,
MI,2016,Information Technology,15023,,,,,,
MI,2016,Real Estate,13377,,,,,,
MI,2016,Others,35684,,,,,,
MN,2010,Energy,20979,Direct tax,95936,Total Returns filed,191872,Total Dollar Amount,8636234.48
MN,2010,Financials,28035,Indirect tax,95936,Filed by WK Product,92099,Dollar Amount by product ,1440252.24
MN,2010,Health Care,9913,,,,,,
MN,2010,Industrials,41268,,,,,,
MN,2010,Information Technology,39241,,,,,,
MN,2010,Real Estate,14653,,,,,,
MN,2010,Others,37783,,,,,,
MN,2011,Energy,20334,Direct tax,119945,Total Returns filed,249885,Total Dollar Amount,8636234.48
MN,2011,Financials,34590,Indirect tax,129940,Filed by WK Product,77465,Dollar Amount by product ,1440252.24
MN,2011,Health Care,48963,,,,,,
MN,2011,Industrials,30232,,,,,,
MN,2011,Information Technology,42338,,,,,,
MN,2011,Real Estate,27661,,,,,,
MN,2011,Others,45767,,,,,,
MN,2012,Energy,11265,Direct tax,98486,Total Returns filed,185822,Total Dollar Amount,8636234.48
MN,2012,Financials,38591,Indirect tax,87336,Filed by WK Product,91053,Dollar Amount by product ,1440252.24
MN,2012,Health Care,23841,,,,,,
MN,2012,Industrials,39749,,,,,,
MN,2012,Information Technology,5275,,,,,,
MN,2012,Real Estate,38088,,,,,,
MN,2012,Others,29013,,,,,,
MN,2013,Energy,6575,Direct tax,68646,Total Returns filed,149230,Total Dollar Amount,8636234.48
MN,2013,Financials,20174,Indirect tax,80584,Filed by WK Product,23877,Dollar Amount by product ,1440252.24
MN,2013,Health Care,4075,,,,,,
MN,2013,Industrials,45739,,,,,,
MN,2013,Information Technology,18546,,,,,,
MN,2013,Real Estate,38459,,,,,,
MN,2013,Others,15662,,,,,,
MN,2014,Energy,29855,Direct tax,142195,Total Returns filed,236991,Total Dollar Amount,8636234.48
MN,2014,Financials,31152,Indirect tax,94796,Filed by WK Product,35549,Dollar Amount by product ,1440252.24
MN,2014,Health Care,26585,,,,,,
MN,2014,Industrials,40822,,,,,,
MN,2014,Information Technology,19919,,,,,,
MN,2014,Real Estate,45297,,,,,,
MN,2014,Others,43361,,,,,,
MN,2015,Energy,38840,Direct tax,89796,Total Returns filed,204080,Total Dollar Amount,8636234.48
MN,2015,Financials,5078,Indirect tax,114284,Filed by WK Product,59184,Dollar Amount by product ,1440252.24
MN,2015,Health Care,12282,,,,,,
MN,2015,Industrials,9273,,,,,,
MN,2015,Information Technology,40146,,,,,,
MN,2015,Real Estate,49944,,,,,,
MN,2015,Others,48517,,,,,,
MN,2016,Energy,22752,Direct tax,90804,Total Returns filed,165097,Total Dollar Amount,8636234.48
MN,2016,Financials,37918,Indirect tax,74293,Filed by WK Product,77596,Dollar Amount by product ,1440252.24
MN,2016,Health Care,13512,,,,,,
MN,2016,Industrials,40358,,,,,,
MN,2016,Information Technology,14188,,,,,,
MN,2016,Real Estate,11528,,,,,,
MN,2016,Others,24841,,,,,,
MS,2010,Energy,29565,Direct tax,89326,Total Returns filed,148876,Total Dollar Amount,8636234.48
MS,2010,Financials,19717,Indirect tax,59550,Filed by WK Product,66995,Dollar Amount by product ,1440252.24
MS,2010,Health Care,41634,,,,,,
MS,2010,Industrials,9435,,,,,,
MS,2010,Information Technology,26152,,,,,,
MS,2010,Real Estate,17730,,,,,,
MS,2010,Others,4643,,,,,,
MS,2011,Energy,46265,Direct tax,78918,Total Returns filed,187900,Total Dollar Amount,8636234.48
MS,2011,Financials,30258,Indirect tax,108982,Filed by WK Product,39459,Dollar Amount by product ,1440252.24
MS,2011,Health Care,30752,,,,,,
MS,2011,Industrials,12928,,,,,,
MS,2011,Information Technology,14287,,,,,,
MS,2011,Real Estate,44626,,,,,,
MS,2011,Others,8784,,,,,,
MS,2012,Energy,42852,Direct tax,99320,Total Returns filed,165533,Total Dollar Amount,8636234.48
MS,2012,Financials,32770,Indirect tax,66213,Filed by WK Product,57937,Dollar Amount by product ,1440252.24
MS,2012,Health Care,23527,,,,,,
MS,2012,Industrials,26311,,,,,,
MS,2012,Information Technology,17497,,,,,,
MS,2012,Real Estate,12506,,,,,,
MS,2012,Others,10070,,,,,,
MS,2013,Energy,30331,Direct tax,95132,Total Returns filed,198190,Total Dollar Amount,8636234.48
MS,2013,Financials,12379,Indirect tax,103058,Filed by WK Product,55494,Dollar Amount by product ,1440252.24
MS,2013,Health Care,48902,,,,,,
MS,2013,Industrials,28648,,,,,,
MS,2013,Information Technology,40611,,,,,,
MS,2013,Real Estate,17118,,,,,,
MS,2013,Others,20201,,,,,,
MS,2014,Energy,47623,Direct tax,129344,Total Returns filed,215572,Total Dollar Amount,8636234.48
MS,2014,Financials,42506,Indirect tax,86228,Filed by WK Product,73295,Dollar Amount by product ,1440252.24
MS,2014,Health Care,7791,,,,,,
MS,2014,Industrials,4493,,,,,,
MS,2014,Information Technology,49003,,,,,,
MS,2014,Real Estate,14182,,,,,,
MS,2014,Others,49974,,,,,,
MS,2015,Energy,45552,Direct tax,110721,Total Returns filed,208907,Total Dollar Amount,8636234.48
MS,2015,Financials,24677,Indirect tax,98186,Filed by WK Product,43871,Dollar Amount by product ,1440252.24
MS,2015,Health Care,16135,,,,,,
MS,2015,Industrials,45385,,,,,,
MS,2015,Information Technology,34138,,,,,,
MS,2015,Real Estate,14594,,,,,,
MS,2015,Others,28426,,,,,,
MS,2016,Energy,12599,Direct tax,75663,Total Returns filed,151326,Total Dollar Amount,8636234.48
MS,2016,Financials,6260,Indirect tax,75663,Filed by WK Product,42372,Dollar Amount by product ,1440252.24
MS,2016,Health Care,33887,,,,,,
MS,2016,Industrials,29370,,,,,,
MS,2016,Information Technology,3063,,,,,,
MS,2016,Real Estate,25846,,,,,,
MS,2016,Others,40301,,,,,,
MO,2010,Energy,22761,Direct tax,88515,Total Returns filed,205847,Total Dollar Amount,8636234.48
MO,2010,Financials,41110,Indirect tax,117332,Filed by WK Product,88515,Dollar Amount by product ,1440252.24
MO,2010,Health Care,20291,,,,,,
MO,2010,Industrials,29746,,,,,,
MO,2010,Information Technology,24338,,,,,,
MO,2010,Real Estate,29688,,,,,,
MO,2010,Others,37913,,,,,,
MO,2011,Energy,29294,Direct tax,54564,Total Returns filed,136410,Total Dollar Amount,8636234.48
MO,2011,Financials,26076,Indirect tax,81846,Filed by WK Product,46380,Dollar Amount by product ,1440252.24
MO,2011,Health Care,44981,,,,,,
MO,2011,Industrials,4312,,,,,,
MO,2011,Information Technology,19753,,,,,,
MO,2011,Real Estate,2526,,,,,,
MO,2011,Others,9468,,,,,,
MO,2012,Energy,4143,Direct tax,100315,Total Returns filed,172956,Total Dollar Amount,8636234.48
MO,2012,Financials,3672,Indirect tax,72641,Filed by WK Product,86478,Dollar Amount by product ,1440252.24
MO,2012,Health Care,42102,,,,,,
MO,2012,Industrials,26097,,,,,,
MO,2012,Information Technology,42260,,,,,,
MO,2012,Real Estate,14322,,,,,,
MO,2012,Others,40360,,,,,,
MO,2013,Energy,24018,Direct tax,80776,Total Returns filed,152407,Total Dollar Amount,8636234.48
MO,2013,Financials,38237,Indirect tax,71631,Filed by WK Product,51819,Dollar Amount by product ,1440252.24
MO,2013,Health Care,25883,,,,,,
MO,2013,Industrials,8305,,,,,,
MO,2013,Information Technology,10810,,,,,,
MO,2013,Real Estate,2790,,,,,,
MO,2013,Others,42364,,,,,,
MO,2014,Energy,39440,Direct tax,89304,Total Returns filed,198452,Total Dollar Amount,8636234.48
MO,2014,Financials,19822,Indirect tax,109148,Filed by WK Product,97242,Dollar Amount by product ,1440252.24
MO,2014,Health Care,30973,,,,,,
MO,2014,Industrials,5389,,,,,,
MO,2014,Information Technology,27205,,,,,,
MO,2014,Real Estate,38530,,,,,,
MO,2014,Others,37093,,,,,,
MO,2015,Energy,21428,Direct tax,76661,Total Returns filed,170357,Total Dollar Amount,8636234.48
MO,2015,Financials,34654,Indirect tax,93696,Filed by WK Product,32368,Dollar Amount by product ,1440252.24
MO,2015,Health Care,20535,,,,,,
MO,2015,Industrials,25807,,,,,,
MO,2015,Information Technology,36614,,,,,,
MO,2015,Real Estate,29575,,,,,,
MO,2015,Others,1744,,,,,,
MO,2016,Energy,14547,Direct tax,93856,Total Returns filed,191542,Total Dollar Amount,8636234.48
MO,2016,Financials,19693,Indirect tax,97686,Filed by WK Product,76617,Dollar Amount by product ,1440252.24
MO,2016,Health Care,37517,,,,,,
MO,2016,Industrials,38831,,,,,,
MO,2016,Information Technology,16760,,,,,,
MO,2016,Real Estate,31390,,,,,,
MO,2016,Others,32804,,,,,,
MT,2010,Energy,35686,Direct tax,129076,Total Returns filed,226449,Total Dollar Amount,8636234.48
MT,2010,Financials,48933,Indirect tax,97373,Filed by WK Product,86051,Dollar Amount by product ,1440252.24
MT,2010,Health Care,38071,,,,,,
MT,2010,Industrials,12102,,,,,,
MT,2010,Information Technology,38701,,,,,,
MT,2010,Real Estate,30777,,,,,,
MT,2010,Others,22179,,,,,,
MT,2011,Energy,23394,Direct tax,77409,Total Returns filed,188801,Total Dollar Amount,8636234.48
MT,2011,Financials,27257,Indirect tax,111392,Filed by WK Product,32097,Dollar Amount by product ,1440252.24
MT,2011,Health Care,16907,,,,,,
MT,2011,Industrials,28591,,,,,,
MT,2011,Information Technology,34528,,,,,,
MT,2011,Real Estate,20519,,,,,,
MT,2011,Others,37605,,,,,,
MT,2012,Energy,4417,Direct tax,75026,Total Returns filed,136410,Total Dollar Amount,8636234.48
MT,2012,Financials,46107,Indirect tax,61384,Filed by WK Product,61385,Dollar Amount by product ,1440252.24
MT,2012,Health Care,6332,,,,,,
MT,2012,Industrials,27823,,,,,,
MT,2012,Information Technology,24204,,,,,,
MT,2012,Real Estate,23744,,,,,,
MT,2012,Others,3783,,,,,,
MT,2013,Energy,27088,Direct tax,108614,Total Returns filed,201137,Total Dollar Amount,8636234.48
MT,2013,Financials,15110,Indirect tax,92523,Filed by WK Product,76433,Dollar Amount by product ,1440252.24
MT,2013,Health Care,30760,,,,,,
MT,2013,Industrials,46455,,,,,,
MT,2013,Information Technology,30176,,,,,,
MT,2013,Real Estate,45595,,,,,,
MT,2013,Others,5953,,,,,,
MT,2014,Energy,23580,Direct tax,98553,Total Returns filed,185949,Total Dollar Amount,8636234.48
MT,2014,Financials,28481,Indirect tax,87396,Filed by WK Product,52066,Dollar Amount by product ,1440252.24
MT,2014,Health Care,32963,,,,,,
MT,2014,Industrials,25530,,,,,,
MT,2014,Information Technology,20462,,,,,,
MT,2014,Real Estate,36696,,,,,,
MT,2014,Others,18237,,,,,,
MT,2015,Energy,27130,Direct tax,84872,Total Returns filed,184504,Total Dollar Amount,8636234.48
MT,2015,Financials,30999,Indirect tax,99632,Filed by WK Product,77492,Dollar Amount by product ,1440252.24
MT,2015,Health Care,21111,,,,,,
MT,2015,Industrials,21185,,,,,,
MT,2015,Information Technology,34242,,,,,,
MT,2015,Real Estate,41234,,,,,,
MT,2015,Others,8603,,,,,,
MT,2016,Energy,22227,Direct tax,84219,Total Returns filed,179188,Total Dollar Amount,8636234.48
MT,2016,Financials,12152,Indirect tax,94969,Filed by WK Product,43006,Dollar Amount by product ,1440252.24
MT,2016,Health Care,18688,,,,,,
MT,2016,Industrials,42749,,,,,,
MT,2016,Information Technology,21705,,,,,,
MT,2016,Real Estate,34910,,,,,,
MT,2016,Others,26757,,,,,,
NE,2010,Energy,25936,Direct tax,113616,Total Returns filed,218491,Total Dollar Amount,8636234.48
NE,2010,Financials,30723,Indirect tax,104875,Filed by WK Product,41514,Dollar Amount by product ,1440252.24
NE,2010,Health Care,7278,,,,,,
NE,2010,Industrials,37406,,,,,,
NE,2010,Information Technology,29097,,,,,,
NE,2010,Real Estate,41833,,,,,,
NE,2010,Others,46218,,,,,,
NE,2011,Energy,18069,Direct tax,70196,Total Returns filed,171209,Total Dollar Amount,8636234.48
NE,2011,Financials,35143,Indirect tax,101013,Filed by WK Product,51363,Dollar Amount by product ,1440252.24
NE,2011,Health Care,20959,,,,,,
NE,2011,Industrials,29005,,,,,,
NE,2011,Information Technology,38841,,,,,,
NE,2011,Real Estate,6227,,,,,,
NE,2011,Others,22965,,,,,,
NE,2012,Energy,29968,Direct tax,116243,Total Returns filed,203935,Total Dollar Amount,8636234.48
NE,2012,Financials,49183,Indirect tax,87692,Filed by WK Product,46906,Dollar Amount by product ,1440252.24
NE,2012,Health Care,36953,,,,,,
NE,2012,Industrials,17766,,,,,,
NE,2012,Information Technology,19116,,,,,,
NE,2012,Real Estate,46634,,,,,,
NE,2012,Others,4315,,,,,,
NE,2013,Energy,34691,Direct tax,103872,Total Returns filed,185484,Total Dollar Amount,8636234.48
NE,2013,Financials,39027,Indirect tax,81612,Filed by WK Product,92742,Dollar Amount by product ,1440252.24
NE,2013,Health Care,7302,,,,,,
NE,2013,Industrials,28743,,,,,,
NE,2013,Information Technology,26140,,,,,,
NE,2013,Real Estate,29221,,,,,,
NE,2013,Others,20360,,,,,,
NE,2014,Energy,42117,Direct tax,118022,Total Returns filed,196702,Total Dollar Amount,8636234.48
NE,2014,Financials,17579,Indirect tax,78680,Filed by WK Product,51143,Dollar Amount by product ,1440252.24
NE,2014,Health Care,6419,,,,,,
NE,2014,Industrials,38619,,,,,,
NE,2014,Information Technology,29964,,,,,,
NE,2014,Real Estate,44451,,,,,,
NE,2014,Others,17553,,,,,,
NE,2015,Energy,22383,Direct tax,108923,Total Returns filed,247551,Total Dollar Amount,8636234.48
NE,2015,Financials,47115,Indirect tax,138628,Filed by WK Product,47035,Dollar Amount by product ,1440252.24
NE,2015,Health Care,31075,,,,,,
NE,2015,Industrials,41466,,,,,,
NE,2015,Information Technology,9796,,,,,,
NE,2015,Real Estate,46654,,,,,,
NE,2015,Others,49062,,,,,,
NE,2016,Energy,29612,Direct tax,89111,Total Returns filed,193719,Total Dollar Amount,8636234.48
NE,2016,Financials,19375,Indirect tax,104608,Filed by WK Product,83300,Dollar Amount by product ,1440252.24
NE,2016,Health Care,35542,,,,,,
NE,2016,Industrials,38711,,,,,,
NE,2016,Information Technology,1784,,,,,,
NE,2016,Real Estate,47222,,,,,,
NE,2016,Others,21473,,,,,,
NV,2010,Energy,36480,Direct tax,79840,Total Returns filed,185673,Total Dollar Amount,8636234.48
NV,2010,Financials,35601,Indirect tax,105833,Filed by WK Product,35278,Dollar Amount by product ,1440252.24
NV,2010,Health Care,27587,,,,,,
NV,2010,Industrials,34033,,,,,,
NV,2010,Information Technology,15597,,,,,,
NV,2010,Real Estate,18284,,,,,,
NV,2010,Others,18091,,,,,,
NV,2011,Energy,28176,Direct tax,87599,Total Returns filed,199088,Total Dollar Amount,8636234.48
NV,2011,Financials,9197,Indirect tax,111489,Filed by WK Product,31855,Dollar Amount by product ,1440252.24
NV,2011,Health Care,31558,,,,,,
NV,2011,Industrials,33310,,,,,,
NV,2011,Information Technology,23656,,,,,,
NV,2011,Real Estate,36752,,,,,,
NV,2011,Others,36439,,,,,,
NV,2012,Energy,48750,Direct tax,115852,Total Returns filed,263300,Total Dollar Amount,8636234.48
NV,2012,Financials,38242,Indirect tax,147448,Filed by WK Product,118485,Dollar Amount by product ,1440252.24
NV,2012,Health Care,27133,,,,,,
NV,2012,Industrials,32218,,,,,,
NV,2012,Information Technology,40951,,,,,,
NV,2012,Real Estate,35923,,,,,,
NV,2012,Others,40083,,,,,,
NV,2013,Energy,34600,Direct tax,76486,Total Returns filed,162735,Total Dollar Amount,8636234.48
NV,2013,Financials,29519,Indirect tax,86249,Filed by WK Product,66722,Dollar Amount by product ,1440252.24
NV,2013,Health Care,22109,,,,,,
NV,2013,Industrials,9862,,,,,,
NV,2013,Information Technology,2141,,,,,,
NV,2013,Real Estate,37642,,,,,,
NV,2013,Others,26862,,,,,,
NV,2014,Energy,45865,Direct tax,107396,Total Returns filed,182026,Total Dollar Amount,8636234.48
NV,2014,Financials,15460,Indirect tax,74630,Filed by WK Product,91013,Dollar Amount by product ,1440252.24
NV,2014,Health Care,9454,,,,,,
NV,2014,Industrials,33078,,,,,,
NV,2014,Information Technology,22048,,,,,,
NV,2014,Real Estate,49125,,,,,,
NV,2014,Others,6996,,,,,,
NV,2015,Energy,20498,Direct tax,66555,Total Returns filed,138656,Total Dollar Amount,8636234.48
NV,2015,Financials,15920,Indirect tax,72101,Filed by WK Product,31891,Dollar Amount by product ,1440252.24
NV,2015,Health Care,1923,,,,,,
NV,2015,Industrials,41516,,,,,,
NV,2015,Information Technology,24764,,,,,,
NV,2015,Real Estate,6977,,,,,,
NV,2015,Others,27058,,,,,,
NV,2016,Energy,13653,Direct tax,69010,Total Returns filed,168315,Total Dollar Amount,8636234.48
NV,2016,Financials,4160,Indirect tax,99305,Filed by WK Product,65643,Dollar Amount by product ,1440252.24
NV,2016,Health Care,9532,,,,,,
NV,2016,Industrials,2983,,,,,,
NV,2016,Information Technology,42547,,,,,,
NV,2016,Real Estate,47536,,,,,,
NV,2016,Others,47904,,,,,,
NH,2010,Energy,7917,Direct tax,71993,Total Returns filed,119988,Total Dollar Amount,8636234.48
NH,2010,Financials,29353,Indirect tax,47995,Filed by WK Product,29997,Dollar Amount by product ,1440252.24
NH,2010,Health Care,12135,,,,,,
NH,2010,Industrials,4688,,,,,,
NH,2010,Information Technology,39567,,,,,,
NH,2010,Real Estate,14799,,,,,,
NH,2010,Others,11529,,,,,,
NH,2011,Energy,31675,Direct tax,85773,Total Returns filed,164948,Total Dollar Amount,8636234.48
NH,2011,Financials,38201,Indirect tax,79175,Filed by WK Product,70928,Dollar Amount by product ,1440252.24
NH,2011,Health Care,8402,,,,,,
NH,2011,Industrials,16017,,,,,,
NH,2011,Information Technology,15984,,,,,,
NH,2011,Real Estate,18881,,,,,,
NH,2011,Others,35788,,,,,,
NH,2012,Energy,1284,Direct tax,65441,Total Returns filed,163602,Total Dollar Amount,8636234.48
NH,2012,Financials,19007,Indirect tax,98161,Filed by WK Product,29449,Dollar Amount by product ,1440252.24
NH,2012,Health Care,17331,,,,,,
NH,2012,Industrials,5332,,,,,,
NH,2012,Information Technology,45327,,,,,,
NH,2012,Real Estate,38333,,,,,,
NH,2012,Others,36988,,,,,,
NH,2013,Energy,45306,Direct tax,79427,Total Returns filed,189110,Total Dollar Amount,8636234.48
NH,2013,Financials,15702,Indirect tax,109683,Filed by WK Product,32149,Dollar Amount by product ,1440252.24
NH,2013,Health Care,29724,,,,,,
NH,2013,Industrials,22920,,,,,,
NH,2013,Information Technology,20835,,,,,,
NH,2013,Real Estate,24214,,,,,,
NH,2013,Others,30409,,,,,,
NH,2014,Energy,10100,Direct tax,56046,Total Returns filed,112091,Total Dollar Amount,8636234.48
NH,2014,Financials,5241,Indirect tax,56045,Filed by WK Product,22419,Dollar Amount by product ,1440252.24
NH,2014,Health Care,27105,,,,,,
NH,2014,Industrials,6116,,,,,,
NH,2014,Information Technology,3252,,,,,,
NH,2014,Real Estate,18171,,,,,,
NH,2014,Others,42106,,,,,,
NH,2015,Energy,25805,Direct tax,76857,Total Returns filed,160118,Total Dollar Amount,8636234.48
NH,2015,Financials,40267,Indirect tax,83261,Filed by WK Product,30423,Dollar Amount by product ,1440252.24
NH,2015,Health Care,24194,,,,,,
NH,2015,Industrials,7710,,,,,,
NH,2015,Information Technology,41461,,,,,,
NH,2015,Real Estate,18015,,,,,,
NH,2015,Others,2666,,,,,,
NH,2016,Energy,45207,Direct tax,93833,Total Returns filed,180447,Total Dollar Amount,8636234.48
NH,2016,Financials,30479,Indirect tax,86614,Filed by WK Product,83006,Dollar Amount by product ,1440252.24
NH,2016,Health Care,2842,,,,,,
NH,2016,Industrials,48872,,,,,,
NH,2016,Information Technology,26028,,,,,,
NH,2016,Real Estate,18316,,,,,,
NH,2016,Others,8703,,,,,,
NJ,2010,Energy,3950,Direct tax,72212,Total Returns filed,122392,Total Dollar Amount,8636234.48
NJ,2010,Financials,6072,Indirect tax,50180,Filed by WK Product,44062,Dollar Amount by product ,1440252.24
NJ,2010,Health Care,18615,,,,,,
NJ,2010,Industrials,11194,,,,,,
NJ,2010,Information Technology,47288,,,,,,
NJ,2010,Real Estate,24110,,,,,,
NJ,2010,Others,11163,,,,,,
NJ,2011,Energy,44677,Direct tax,100927,Total Returns filed,219405,Total Dollar Amount,8636234.48
NJ,2011,Financials,36006,Indirect tax,118478,Filed by WK Product,35105,Dollar Amount by product ,1440252.24
NJ,2011,Health Care,23209,,,,,,
NJ,2011,Industrials,11211,,,,,,
NJ,2011,Information Technology,49236,,,,,,
NJ,2011,Real Estate,45996,,,,,,
NJ,2011,Others,9070,,,,,,
NJ,2012,Energy,15014,Direct tax,95386,Total Returns filed,207360,Total Dollar Amount,8636234.48
NJ,2012,Financials,20703,Indirect tax,111974,Filed by WK Product,58061,Dollar Amount by product ,1440252.24
NJ,2012,Health Care,35743,,,,,,
NJ,2012,Industrials,34683,,,,,,
NJ,2012,Information Technology,35979,,,,,,
NJ,2012,Real Estate,21688,,,,,,
NJ,2012,Others,43550,,,,,,
NJ,2013,Energy,14757,Direct tax,67465,Total Returns filed,140552,Total Dollar Amount,8636234.48
NJ,2013,Financials,24939,Indirect tax,73087,Filed by WK Product,53410,Dollar Amount by product ,1440252.24
NJ,2013,Health Care,44653,,,,,,
NJ,2013,Industrials,5753,,,,,,
NJ,2013,Information Technology,27634,,,,,,
NJ,2013,Real Estate,6271,,,,,,
NJ,2013,Others,16545,,,,,,
NJ,2014,Energy,6670,Direct tax,100654,Total Returns filed,228757,Total Dollar Amount,8636234.48
