,region,value1,value
2648,48249,788,13
2649,48251,19367,37
2650,48253,4533,42
2651,48255,2335,24
2652,48257,17016,16
2653,48259,14775,28
2654,48261,14448,10
2655,48263,1053,46
2656,48265,17953,28
2657,48267,17973,56
2658,48269,7525,39
2659,48271,10920,6
2660,48273,15858,8
2661,48275,8122,9
2662,48277,18406,18
2663,48279,2530,8
2664,48281,9162,59
2665,48283,16628,61
2666,48285,3194,33
2667,48287,9863,47
2668,48289,10644,34
2669,48291,9871,12
2670,48293,7999,56
2671,48295,19386,43
2672,48297,13047,19
2673,48299,13349,5
2674,48301,15158,21
2675,48303,1996,36
2676,48305,3742,25
2677,48307,859,53
2678,48309,2794,3
2679,48311,4859,32
2680,48313,6490,57
2681,48315,608,11
2682,48317,15367,45
2683,48319,19864,27
2684,48321,8356,21
2685,48323,11938,28
2686,48325,10079,50
2687,48327,12201,23
2688,48329,18782,19
2689,48331,545,24
2690,48333,1895,7
2691,48335,16178,34
2692,48337,5460,21
2693,48339,10154,57
2694,48341,3707,51
2695,48343,10030,34
2696,48345,14553,47
2697,48347,12435,39
2698,48349,19409,62
2699,48351,16328,62
2700,48353,19761,52
2701,48355,5927,13
2702,48357,10786,26
2703,48359,3661,61
2704,48361,11406,62
2705,48363,5472,24
2706,48365,8866,39
2707,48367,17424,57
2708,48369,19982,44
2709,48371,19239,39
2710,48373,13510,53
2711,48375,15498,26
2712,48377,1678,9
2713,48379,6058,63
2714,48381,2772,58
2715,48383,18297,6
2716,48385,7536,6
2717,48387,4830,48
2718,48389,16919,8
2719,48391,4198,60
2720,48393,454,19
2721,48395,14440,34
2722,48397,10343,47
2723,48399,15767,50
2724,48401,15872,51
2725,48403,1178,25
2726,48405,12747,41
2727,48407,16170,51
2728,48409,18734,42
2729,48411,8230,15
2730,48413,13790,63
2731,48415,18454,28
2732,48417,13783,35
2733,48419,15407,34
2734,48421,5014,23
2735,48423,16695,13
2736,48425,2650,50
2737,48427,18213,48
2738,48429,18651,0
2739,48431,6734,63
2740,48433,1236,55
2741,48435,190,30
2742,48437,10818,47
2743,48439,11123,25
2744,48441,17716,41
2745,48443,18477,1
2746,48445,13224,30
2747,48447,18045,3
2748,48449,16378,58
2749,48451,19331,26
2750,48453,2349,9
2751,48455,5738,58
2752,48457,7547,19
2753,48459,19882,34
2754,48461,11413,18
2755,48463,9365,26
2756,48465,14401,35
2757,48467,3079,26
2758,48469,12629,35
2759,48471,17038,53
2760,48473,7276,14
2761,48475,869,1
2762,48477,15370,28
2763,48479,17674,22
2764,48481,15980,2
2765,48483,745,60
2766,48485,11422,6
2767,48487,17822,60
2768,48489,16554,17
2769,48491,16663,9
2770,48493,9497,40
2771,48495,18188,10
2772,48497,14441,60
2773,48499,14841,37
2774,48501,18407,6
2775,48503,16284,56
2776,48505,18531,13
2777,48507,15621,43
2778,49001,1617,45
2779,49003,1387,36
2780,49005,11992,34
2781,49007,6932,22
2782,49009,3476,10
2783,49011,6674,41
2784,49013,13720,14
2785,49015,2345,22
2786,49017,6419,38
2787,49019,19290,35
2788,49021,8893,14
2789,49023,74,45
2790,49025,1548,6
2791,49027,5467,40
2792,49029,4636,2
2793,49031,12638,24
2794,49033,17016,44
2795,49035,15168,63
2796,49037,9603,20
2797,49039,994,55
2798,49041,1415,9
2799,49043,5364,27
2800,49045,8352,15
2801,49047,15082,2
2802,49049,1927,63
2803,49051,7884,24
2804,49053,17402,24
2805,49055,954,59
2806,49057,11252,54
2807,50001,28,47
2808,50003,5690,62
2809,50005,6621,12
2810,50007,11415,0
2811,50009,7161,44
2812,50011,17666,36
2813,50013,13164,31
2814,50015,11810,4
2815,50017,7325,56
2816,50019,2602,36
2817,50021,11782,19
2818,50023,13418,52
2819,50025,19059,14
2820,50027,16427,48
2821,51001,7491,46
2822,51003,10553,36
2823,51005,14807,17
2824,51007,17910,27
2825,51009,8518,3
2826,51011,9198,36
2827,51013,12563,3
2828,51015,19107,3
2829,51017,8085,11
2830,51019,2740,29
2831,51021,14701,0
2832,51023,4418,26
2833,51025,9676,40
2834,51027,4460,23
2835,51029,18725,0
2836,51031,14239,37
2837,51033,5250,24
2838,51035,12235,60
2839,51036,5942,18
2840,51037,19600,20
2841,51041,9461,31
2842,51043,1328,26
2843,51045,3341,17
2844,51047,15696,20
2845,51049,4696,10
2846,51051,15175,10
2847,51053,10411,2
2848,51057,3917,11
2849,51059,1490,6
2850,51061,17577,2
2851,51063,7336,59
2852,51065,11637,54
2853,51067,1373,39
2854,51069,11334,36
2855,51071,19585,13
2856,51073,6380,44
2857,51075,490,43
2858,51077,14975,34
2859,51079,1941,1
2860,51081,1085,18
2861,51083,312,54
2862,51085,11812,9
2863,51087,11086,34
2864,51089,13101,37
2865,51091,14681,16
2866,51093,19399,44
2867,51095,7574,13
2868,51097,10673,15
2869,51099,2886,60
2870,51101,12578,60
2871,51103,14707,11
2872,51105,11459,45
2873,51107,13005,5
2874,51109,14492,37
2875,51111,12168,32
2876,51113,7477,31
2877,51115,16698,3
2878,51117,2236,63
2879,51119,5402,6
2880,51121,7578,41
2881,51125,8240,54
2882,51127,4137,27
2883,51131,12312,17
2884,51133,6870,24
2885,51135,7036,10
2886,51137,5641,26
2887,51139,10134,41
2888,51141,1914,50
2889,51143,4260,26
2890,51145,9019,22
2891,51147,15473,53
2892,51149,17941,30
2893,51153,1333,34
2894,51155,16230,17
2895,51157,14664,24
2896,51159,10681,37
2897,51161,24,39
2898,51163,13112,26
2899,51165,745,11
2900,51167,9570,57
2901,51169,16662,2
2902,51171,8560,3
2903,51173,12829,34
2904,51175,8928,22
2905,51177,9327,50
2906,51179,15624,25
2907,51181,7844,15
2908,51183,1197,7
2909,51185,4491,22
2910,51187,4616,37
2911,51191,4015,22
2912,51193,6757,8
2913,51195,4020,55
2914,51197,13701,35
2915,51199,13445,56
2916,51510,16130,3
2917,51515,16523,17
2918,51520,16406,33
2919,51530,9741,8
2920,51540,15130,12
2921,51550,4260,21
2922,51570,14013,27
2923,51580,15206,19
2924,51590,1691,35
2925,51595,17304,12
2926,51600,7935,3
2927,51610,9870,52
2928,51620,1680,16
2929,51630,19501,4
2930,51640,11234,17
2931,51650,19455,54
2932,51660,3507,19
2933,51670,614,20
2934,51678,8596,56
2935,51680,12314,8
2936,51683,12589,28
2937,51685,11121,10
2938,51690,12975,51
2939,51700,722,19
2940,51710,6095,39
2941,51720,15851,37
2942,51730,14960,58
2943,51735,17444,6
2944,51740,11709,44
2945,51750,1964,55
2946,51760,12717,5
2947,51770,9238,5
2948,51775,958,48
2949,51790,5249,16
2950,51800,16015,28
2951,51810,737,46
2952,51820,15088,52
2953,51830,2102,0
2954,51840,8194,26
2955,53001,2007,29
2956,53003,3341,55
2957,53005,3564,16
2958,53007,8277,18
2959,53009,7548,9
2960,53011,13317,30
2961,53013,1774,29
2962,53015,14906,14
2963,53017,1424,24
2964,53019,12120,62
2965,53021,13356,40
2966,53023,2206,12
2967,53025,18718,1
2968,53027,5696,57
2969,53029,860,5
2970,53031,6285,23
2971,53033,4213,41
2972,53035,10046,7
2973,53037,10525,54
2974,53039,18484,19
2975,53041,13,56
2976,53043,8036,57
2977,53045,134,41
2978,53047,10218,24
2979,53049,7085,62
2980,53051,3420,53
2981,53053,15608,15
2982,53055,4188,48
2983,53057,4818,10
2984,53059,2745,27
2985,53061,10743,62
2986,53063,12391,10
2987,53065,8921,43
2988,53067,4761,47
2989,53069,10184,57
2990,53071,6819,57
2991,53073,2683,51
2992,53075,18684,34
2993,53077,5304,52
2994,54001,1992,36
2995,54003,18685,53
2996,54005,10020,16
2997,54007,7860,21
2998,54009,12056,63
2999,54011,12195,38
3000,54013,11431,23
3001,54015,12236,12
3002,54017,2723,33
3003,54019,17890,41
3004,54021,11261,33
3005,54023,14141,36
3006,54025,10782,8
3007,54027,3631,3
3008,54029,18856,37
3009,54031,3609,44
3010,54033,9365,5
3011,54035,19579,6
3012,54037,11732,62
3013,54039,12454,48
3014,54041,11252,13
3015,54043,5878,11
3016,54045,15895,35
3017,54047,15041,17
3018,54049,16881,29
3019,54051,9770,32
3020,54053,15088,35
3021,54055,10839,53
3022,54057,4792,0
3023,54059,10436,17
3024,54061,4146,5
3025,54063,5707,61
3026,54065,9132,21
3027,54067,16221,1
3028,54069,9102,42
3029,54071,15694,34
3030,54073,5350,28
3031,54075,4547,29
3032,54077,8585,8
3033,54079,12131,63
3034,54081,11487,57
3035,54083,1662,7
3036,54085,18887,13
3037,54087,2937,32
3038,54089,10948,26
3039,54091,182,25
3040,54093,3482,53
3041,54095,6057,16
3042,54097,1064,12
3043,54099,2045,19
3044,54101,9802,24
3045,54103,4313,55
3046,54105,11304,45
3047,54107,2292,54
3048,54109,12834,3
3049,55001,18350,0
3050,55003,14689,7
3051,55005,16745,3
3052,55007,6181,44
3053,55009,5136,16
3054,55011,12595,7
3055,55013,13005,63
3056,55015,11309,46
3057,55017,17140,2
3058,55019,11785,17
3059,55021,16666,53
3060,55023,17038,62
3061,55025,7065,9
3062,55027,13277,13
3063,55029,5751,53
3064,55031,17343,47
3065,55033,13498,58
3066,55035,487,44
3067,55037,19335,62
3068,55039,6521,27
3069,55041,5616,17
3070,55043,8032,8
3071,55045,1184,54
3072,55047,17660,47
3073,55049,9695,63
3074,55051,2547,6
3075,55053,1539,61
3076,55055,17274,11
3077,55057,9043,48
3078,55059,3009,4
3079,55061,5065,21
3080,55063,13019,2
3081,55065,15379,11
3082,55067,12464,21
3083,55069,7763,39
3084,55071,5714,3
3085,55073,2825,33
3086,55075,15558,0
3087,55077,7188,56
3088,55078,1994,51
3089,55079,18470,54
3090,55081,177,56
3091,55083,3286,0
3092,55085,15808,17
3093,55087,14782,45
3094,55089,6362,56
3095,55091,13921,51
3096,55093,15053,13
3097,55095,3501,8
3098,55097,8193,12
3099,55099,9827,62
3100,55101,3621,45
3101,55103,9002,63
3102,55105,6804,23
3103,55107,18609,49
3104,55109,8088,20
3105,55111,656,42
3106,55113,7487,46
3107,55115,1359,27
3108,55117,14038,20
3109,55119,18848,23
3110,55121,8571,19
3111,55123,6278,53
3112,55125,8310,19
3113,55127,303,23
3114,55129,15393,59
3115,55131,16482,57
3116,55133,13704,32
3117,55135,13268,11
3118,55137,4364,36
3119,55139,14635,28
3120,55141,5615,48
3121,56001,1935,52
3122,56003,2334,50
3123,56005,13804,19
3124,56007,2449,30
3125,56009,11271,18
3126,56011,4904,6
3127,56013,12893,8
3128,56015,10539,28
3129,56017,5368,3
3130,56019,10660,9
3131,56021,14216,32
3132,56023,5572,12
3133,56025,13270,26
3134,56027,3838,37
3135,56029,9718,54
3136,56031,1906,27
3137,56033,17390,24
3138,56035,19622,28
3139,56037,16247,20
3140,56039,9190,58
3141,56041,7029,32
3142,56043,8626,20
3143,56045,10003,48
